fid,Nom,azimuth,type,longueur,x1,y1,x2,y2,magnitude
"444",,14.5742161980578,,337.944215944532,691105.710931783,6493512.87152256,691190.749136523,6493839.94154079,3.9
"445",,48.8140748342362,,417.216238172013,692839.182028405,6494448.2917747,693153.169245906,6494723.03059002,4.2
"446",,43.8618229925071,,698.583583486808,690582.398902614,6493990.39374918,691066.462529595,6494494.08157725,4.8
"447",,163.300755766028,,409.765348824472,691086.086730689,6494919.27260095,691203.831937252,6494526.78857908,4.2
"448",,68.290117240127,,1520.81579660416,688068.865812512,6491317.41402519,689481.808291268,6491879.97445655,5.6
"449",,79.7778313663799,,810.922604842496,689128.572671579,6490951.09560477,689926.623516062,6491095.00641279,4.9
"450",,9.46232220803113,,795.795700670332,690057.451523354,6492835.01890978,690188.279530646,6493619.98695353,4.9
"451",,67.0942303415675,,2016.78915973191,687244.649366571,6491474.40763394,689102.407070121,6492259.37567769,5.9
"452",,62.5924245621607,,795.795700670837,688827.668254807,6492573.36289519,689534.139494185,6492939.68131561,4.9
"453",,44.0178828367745,,1619.15185846088,689521.056693456,6493449.91054405,690646.177556169,6494614.27980895,5.7
"454",,94.6354634268952,,1456.95651560509,690227.527932834,6501142.59737283,691679.718813777,6501024.85216627,5.6
"455",,80.4777449900637,,2056.16515149231,695290.571815043,6501247.25977867,697318.405928072,6501587.41259763,6
"456",,5.91312244424665,,3682.77935809097,684772.000028749,6496171.13309573,684392.598807601,6492507.94889155,6.6
"457",,111.299862950356,,4718.10489933581,684379.516006872,6492534.11449301,688775.33705189,6490820.26759748,6.9
"458",,65.6298799461317,,1680.4143289196,687584.802185531,6490676.35678946,689115.48987085,6491369.74522811,5.7
"459",,81.0475266658464,,3867.29005823905,689573.387896373,6490362.36957196,693393.565709305,6490964.1784055,6.7
"460",,58.8311771298309,,3134.44357105259,695068.164202646,6491252.00002154,697750.138352136,6492874.26731197,6.4
"461",,78.7399332919037,,2948.0459313652,690044.368722625,6490924.93000331,692935.667683783,6491500.5732354,6.4
"462",,80.6470207499212,,1127.02082837227,694257.030557434,6491853.80885509,695369.068619418,6492036.9680653,5.3
"463",,101.070202577939,,3066.09607563246,697946.380363074,6494418.03779802,700955.424530795,6493829.3117652,6.4
"464",,103.600542516638,,834.535030571758,698679.017203911,6498853.10724522,699490.150849122,6498656.86523428,5
"465",,170.53767779198,,397.897850335625,699019.170022871,6499232.50846637,699084.584026517,6498840.02444449,4.1
"466",,176.633539336566,,891.168273464835,699385.488443289,6499572.66128533,699437.819646206,6498683.03083574,5
"467",,177.273689006086,,550.100268368888,699346.240041101,6498473.70602407,699372.40564256,6497924.22839345,4.5
"468",,111.960564020065,,874.592812238581,699437.819646206,6497884.97999126,700248.953291417,6497557.90997303,5
"469",,64.3589941757604,,234.197154940783,688542.544229682,6498071.6498276,688753.678364855,6498172.99421248,3.5
"470",,136.218875235139,,421.105431493973,688496.094719944,6500529.25116101,688787.459826482,6500225.21800636,4.2
"471",,97.8049879327193,,2351.9867769678,700533.700472851,6497426.81536585,702863.898495785,6497107.41127548,6.1
"472",,87.1844433157936,,2216.72703169632,700156.222911504,6496766.2296335,702370.273992485,6496875.11739158,6.1
"473",,57.528807709065,,189.296355834552,702515.457669926,6496947.7092303,702675.159715111,6497049.33780451,3.3
"474",,63.434948822852,,340.872600581691,702776.78828932,6496940.45004643,703081.674011947,6497092.89290774,4
"475",,97.0457691248654,,650.98327584407,700236.073934096,6497078.37454,700882.141298711,6496998.5235174,4.7
"476",,72.1312983067198,,2555.07804817579,698871.347366148,6494465.06834605,701303.173963291,6495249.06020423,6.2
"477",,69.6521507373431,,1169.08925254664,700686.143334165,6495336.1704107,701782.280098847,6495742.68470753,5.3
"478",,76.7335191534631,,917.360962381171,699829.559637261,6495481.35408814,700722.439253525,6495691.87042043,5.1
"479",,51.4495347038328,,2376.22706329707,700882.141298711,6494486.84589767,702740.49236996,6495967.71940757,6.1
"480",,92.4195092166678,,2063.4477554498,702363.014808613,6496287.12349794,704424.62302828,6496200.01329147,6
"481",,64.875042184714,,4650.3218026793,689761.071606701,6488650.46206452,693971.398252501,6490624.96007773,6.9
"482",,110.157610894548,,7882.87342074763,707794.357595216,6486597.25651079,715194.391047925,6483880.78853448,
"483",,99.1113570447773,,5028.02077077946,709948.797714359,6495027.67436831,714913.377119341,6494231.46823732,
"484",,106.557071375649,,1807.88054090538,669576.46330781,6499851.746809,671309.382534077,6499336.55460659,
"485",,103.609731895816,,4577.93070450043,667000.502295791,6496058.05877311,671449.889498369,6494980.83871354,
"486",,92.9356734464207,,3657.98157441235,662363.772474157,6493528.93341586,666016.953545747,6493341.5907968,
"487",,62.102728969082,,900.901807164705,666485.310093387,6493388.42645157,667281.516224375,6493809.94734444,
"488",,107.753789349286,,11212.5183543718,670606.847712617,6493107.41252298,681285.376998804,6489688.40972521,
"489",,100.49147701233,,5144.25229879962,703672.819975986,6484208.63811783,708731.070690496,6483271.92502255,
"490",,106.771223818628,,3570.89234685565,702361.421642595,6498680.8554399,705780.424440365,6497650.47103509,
"491",,83.405484967773,,8156.53382635202,672246.095629356,6493294.75514204,680348.663903525,6494231.46823732,
"492",,79.0888716157185,,3958.9289954461,679411.950808245,6490859.30109431,683299.310153655,6491608.67157054,
"493",,82.3039482779847,,6994.68198985001,669108.10676017,6496339.0727017,676039.783665239,6497275.78579698,
"494",,51.9112271190208,,2201.77396917754,693931.003785078,6486784.59912985,695663.923011346,6488142.833118,
"495",,24.9047688080916,,2891.69871527738,695710.75866611,6488095.99746324,696928.485689973,6490718.79413002,
"496",,108.060471936185,,2266.09077539613,694352.524677954,6482569.39020109,696506.964797097,6481866.85537963,
"497",,30.3112132266819,,7052.77160855211,697022.156999501,6482382.04758203,700581.666761563,6488470.68270135,
"498",,50.0131137550403,,1894.96387777912,702736.106880706,6492592.22032058,704188.01217839,6493809.94734444,
"499",,88.8308606720812,,2295.42494852786,704328.519142681,6493997.2899635,706623.466226117,6494044.12561826,
"500",,88.5311992856145,,3654.38178849105,698708.240571004,6492170.6994277,702361.421642595,6492264.37073723,
"501",,62.3869721769063,,3435.64349374864,706155.109678477,6488564.35401088,709199.427238135,6490156.76627285,
"502",,58.5125306357848,,4393.82349231944,709901.962059595,6491093.47936813,713648.814440713,6493388.42645157,
"503",,101.169501923078,,7495.16823354466,709527.276821483,6494465.64651114,716880.474619428,6493013.74121346,
"504",,55.113952145789,,6223.50516862987,689481.6165825,6486316.24258221,694586.702951774,6489875.75234427,
"505",,75.0685828218648,,2181.25465970914,671637.232117425,6493669.44038015,673744.836581804,6494231.46823732,
"506",,84.2894068625013,,2824.15503007043,674494.207058027,6494325.13954685,677304.346343866,6494606.15347543,
"507",,62.4471884232847,,1215.02196234288,677117.00372481,6494980.83871354,678194.223784382,6495542.86657071,
"508",,16.127575825958,,1011.65285329493,698193.0483686,6492568.8024932,697912.034440017,6491596.96265685,
"509",,15.5928109392629,,522.721368443633,697478.80463345,6491315.94872826,697338.297669158,6490812.46543955,
"510",,80.6900598250336,,723.777575767744,696682.598502462,6490683.66738895,697396.842237613,6490800.75652586,
"511",,87.0643265536087,,457.247696801575,696225.950868513,6491351.07546933,696682.598502462,6491374.49329672,
"512",,88.1523897339997,,1089.49538629085,696893.3589489,6491456.45569255,697982.287922163,6491491.58243363,
"513",,27.1213034041868,,539.373114035257,696647.471761389,6490578.28716573,696401.584573878,6490098.2217044,
"514",,97.5946433685152,,531.564048723636,699586.409097829,6499055.54067801,700113.310213924,6498985.28719586,
"515",,163.193540734871,,2996.68138397684,685582.548323399,6497486.54624342,686449.007936533,6494617.86238912,
"516",,151.389540334026,,2053.97175250209,683955.009320351,6498247.62563333,684938.558070395,6496444.45292492,
"517",,102.115241802442,,2287.34760282969,699785.460630576,6498587.18413037,702021.863145556,6498107.11866904,
"518",,43.8766972859084,,844.666458266334,687139.833844302,6491971.64789496,687725.279528851,6492580.51140689,
"519",,180,,1674.3746578116,687982.875630053,6493564.06015693,687982.875630053,6491889.68549912,
"520",,180,,597.154598240741,687713.57061516,6492334.62421938,687713.57061516,6491737.46962114,
"521",,72.2161115572814,,651.714391533817,699445.902133537,6500706.49750844,700066.47455916,6500905.54904119,
"522",,82.3039482779999,,1311.50287309684,700066.47455916,6500987.51143702,701366.16397886,6501163.14514239,
"523",,83.4180553448449,,1225.80639240533,696565.509365552,6500308.39444295,697783.236389416,6500448.90140724,
"524",,93.6677880555232,,915.169772697842,698895.58319006,6500542.57271677,699808.878457958,6500484.02814831,
"525",,82.1762892681244,,1548.27971213466,700206.981523452,6500683.07968106,701740.849216972,6500893.8401275,
"526",,56.3099324739827,,295.519620850123,699914.258681177,6500507.44597569,700160.145868688,6500671.37076737,
"527",,71.0534953105164,,829.434189669309,696787.978725681,6500647.95293998,697572.475942978,6500917.25795488,
